model,experiment_id,language,sample_id,text,gold,majority_prediction,is_correct_majority,prompt_sensitivity,prediction_counts,prediction_distribution,raw_outputs
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,19,كم شهرًا يحتوي على 31 يومًا؟,NUMBER,NUMBER,True,-0.0,"{""NUMBER"": 8}","{""NUMBER"": 1.0}","[""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,20,كم غرامًا في الكيلوغرام الواحد؟,NUMBER,NUMBER,True,-0.0,"{""NUMBER"": 8}","{""NUMBER"": 1.0}","[""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,31,أين يقع تمثال الحرية؟,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,32,في أي دولة تقع لشبونة؟,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,33,ما عاصمة أستراليا؟,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,34,في أي قارة تقع الأرجنتين؟,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,35,أين تقع أهرامات الجيزة؟,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,36,ما المحيط الموجود غرب الولايات المتحدة؟,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,37,ما المدينة المشهورة بساعة بيغ بن؟,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,38,في أي دولة يقع تاج محل؟,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,39,أين تقع بحيرة فيكتوريا؟,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,40,ما المنطقة المعروفة باسم الشرق الأوسط؟,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,51,من كتب رواية كبرياء وتحامل؟,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,52,من ابتكر شخصية شرلوك هولمز؟,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,53,من اكتشف البنسلين؟,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,54,من رسم لوحة ليلة النجوم؟,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,55,من كانت أول امرأة تفوز بجائزة نوبل؟,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,56,من قاد حركة استقلال الهند بالمقاومة السلمية؟,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,57,من هو مؤلف رواية سيد الخواتم؟,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,58,من اخترع شبكة الويب العالمية؟,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,59,من كانت كليوباترا؟,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,60,من ألّف سوناتا ضوء القمر؟,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,71,ما هي الجاذبية؟,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,72,ماذا تعني إعادة التدوير؟,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,73,ما وظيفة نظام التشغيل؟,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,74,كيف يعمل الإنترنت؟,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,75,ما هو التبخر؟,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,76,ماذا يعني التنوع الثقافي؟,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,77,ما دور الرئتين؟,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,78,ما هي تقنية البلوكشين؟,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,79,ماذا يعني العرض والطلب؟,DESCRIPTION,DESCRIPTION,True,0.28898309867585964,"{""DESCRIPTION"": 6, ""ABBREVIATION"": 2}","{""DESCRIPTION"": 0.75, ""ABBREVIATION"": 0.25}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""ABBREVIATION"", ""DESCRIPTION"", ""ABBREVIATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,80,ما وظيفة محرك البحث؟,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,91,ما الفاكهة المستخدمة عادة لصنع عصير البرتقال؟,ENTITY,DESCRIPTION,False,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,92,ما الأداة المستخدمة لقص الورق؟,ENTITY,ENTITY,True,-0.0,"{""ENTITY"": 8}","{""ENTITY"": 1.0}","[""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,93,ما المركبة التي تسير على السكك الحديدية؟,ENTITY,LOCATION,False,0.6233625774390388,"{""LOCATION"": 4, ""ENTITY"": 2, ""PERSON"": 1, ""DESCRIPTION"": 1}","{""LOCATION"": 0.5, ""ENTITY"": 0.25, ""PERSON"": 0.125, ""DESCRIPTION"": 0.125}","[""LOCATION"", ""The label for this question is \""ENTITY\""."", ""LOCATION"", ""LOCATION"", ""The answer expected is a specific thing, not a person,"", ""The label for this question is \""ENTITY\""."", ""DESCRIPTION"", ""LOCATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,94,ما الشيء المستخدم لفتح الباب؟,ENTITY,ENTITY,True,0.28898309867585964,"{""ENTITY"": 6, ""DESCRIPTION"": 2}","{""ENTITY"": 0.75, ""DESCRIPTION"": 0.25}","[""ENTITY"", ""ENTITY"", ""DESCRIPTION"", ""ENTITY"", ""ENTITY"", ""DESCRIPTION"", ""ENTITY"", ""ENTITY""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,95,ما الطعام المصنوع من الحليب ويستخدم غالبًا على البيتزا؟,ENTITY,DESCRIPTION,False,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,96,ما الآلة المستخدمة لغسل الملابس؟,ENTITY,ENTITY,True,0.28898309867585964,"{""ENTITY"": 6, ""DESCRIPTION"": 2}","{""ENTITY"": 0.75, ""DESCRIPTION"": 0.25}","[""ENTITY"", ""ENTITY"", ""DESCRIPTION"", ""ENTITY"", ""ENTITY"", ""DESCRIPTION"", ""ENTITY"", ""ENTITY""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,97,ما المادة المستخدمة عادة لصنع النوافذ؟,ENTITY,DESCRIPTION,False,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,98,ما التطبيق المستخدم عادة لاجتماعات الفيديو؟,ENTITY,DESCRIPTION,False,0.19362156132406652,"{""DESCRIPTION"": 7, ""N/A"": 1}","{""DESCRIPTION"": 0.875, ""N/A"": 0.125}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", """", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,99,ما القمر الطبيعي الذي يدور حول الأرض؟,ENTITY,LOCATION,False,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,100,ما الرياضة التي تستخدم مضربًا وريشة؟,ENTITY,DESCRIPTION,False,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,111,ماذا يعني اختصار ATM؟,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,112,ماذا يعني اختصار FAQ؟,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,113,ماذا يعني اختصار HTTP؟,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,114,ماذا يعني اختصار SQL؟,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,115,ماذا يعني اختصار LAN؟,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,116,ماذا يعني اختصار VPN؟,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,117,ماذا يعني اختصار API؟,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,118,ماذا يعني اختصار SMS؟,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,119,ماذا يعني اختصار CEO؟,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,120,ماذا يعني اختصار NGO؟,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
