model,experiment_id,language,sample_id,text,gold,majority_prediction,is_correct_majority,prompt_sensitivity,prediction_counts,prediction_distribution,raw_outputs
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,36,ما المحيط الموجود غرب الولايات المتحدة؟,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,37,ما المدينة المشهورة بساعة بيغ بن؟,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,38,في أي دولة يقع تاج محل؟,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,39,أين تقع بحيرة فيكتوريا؟,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,40,ما المنطقة المعروفة باسم الشرق الأوسط؟,LOCATION,LOCATION,True,-0.0,"{""LOCATION"": 8}","{""LOCATION"": 1.0}","[""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION"", ""LOCATION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,51,من كتب رواية كبرياء وتحامل؟,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,52,من ابتكر شخصية شرلوك هولمز؟,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,53,من اكتشف البنسلين؟,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,54,من رسم لوحة ليلة النجوم؟,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,55,من كانت أول امرأة تفوز بجائزة نوبل؟,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,56,من قاد حركة استقلال الهند بالمقاومة السلمية؟,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,57,من هو مؤلف رواية سيد الخواتم؟,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,58,من اخترع شبكة الويب العالمية؟,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,59,من كانت كليوباترا؟,PERSON,PERSON,True,-0.0,"{""PERSON"": 8}","{""PERSON"": 1.0}","[""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON"", ""PERSON""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,60,من ألّف سوناتا ضوء القمر؟,PERSON,NUMBER,False,0.28898309867585964,"{""NUMBER"": 6, ""ENTITY"": 2}","{""NUMBER"": 0.75, ""ENTITY"": 0.25}","[""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""NUMBER"", ""ENTITY"", ""NUMBER"", ""ENTITY""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,71,ما هي الجاذبية؟,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,72,ماذا تعني إعادة التدوير؟,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,73,ما وظيفة نظام التشغيل؟,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,74,كيف يعمل الإنترنت؟,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,75,ما هو التبخر؟,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,76,ماذا يعني التنوع الثقافي؟,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,77,ما دور الرئتين؟,DESCRIPTION,DESCRIPTION,True,0.3399762514621516,"{""PERSON"": 3, ""DESCRIPTION"": 5}","{""PERSON"": 0.375, ""DESCRIPTION"": 0.625}","[""PERSON"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""PERSON"", ""PERSON"", ""DESCRIPTION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,78,ما هي تقنية البلوكشين؟,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,79,ماذا يعني العرض والطلب؟,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,80,ما وظيفة محرك البحث؟,DESCRIPTION,DESCRIPTION,True,-0.0,"{""DESCRIPTION"": 8}","{""DESCRIPTION"": 1.0}","[""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION"", ""DESCRIPTION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,91,ما الفاكهة المستخدمة عادة لصنع عصير البرتقال؟,ENTITY,ENTITY,True,-0.0,"{""ENTITY"": 8}","{""ENTITY"": 1.0}","[""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,92,ما الأداة المستخدمة لقص الورق؟,ENTITY,ENTITY,True,-0.0,"{""ENTITY"": 8}","{""ENTITY"": 1.0}","[""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,93,ما المركبة التي تسير على السكك الحديدية؟,ENTITY,ENTITY,True,-0.0,"{""ENTITY"": 8}","{""ENTITY"": 1.0}","[""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,94,ما الشيء المستخدم لفتح الباب؟,ENTITY,ENTITY,True,-0.0,"{""ENTITY"": 8}","{""ENTITY"": 1.0}","[""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,95,ما الطعام المصنوع من الحليب ويستخدم غالبًا على البيتزا؟,ENTITY,ENTITY,True,-0.0,"{""ENTITY"": 8}","{""ENTITY"": 1.0}","[""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,96,ما الآلة المستخدمة لغسل الملابس؟,ENTITY,ENTITY,True,-0.0,"{""ENTITY"": 8}","{""ENTITY"": 1.0}","[""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,97,ما المادة المستخدمة عادة لصنع النوافذ؟,ENTITY,ENTITY,True,-0.0,"{""ENTITY"": 8}","{""ENTITY"": 1.0}","[""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,98,ما التطبيق المستخدم عادة لاجتماعات الفيديو؟,ENTITY,ENTITY,True,-0.0,"{""ENTITY"": 8}","{""ENTITY"": 1.0}","[""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,99,ما القمر الطبيعي الذي يدور حول الأرض؟,ENTITY,ENTITY,True,-0.0,"{""ENTITY"": 8}","{""ENTITY"": 1.0}","[""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,100,ما الرياضة التي تستخدم مضربًا وريشة؟,ENTITY,ENTITY,True,-0.0,"{""ENTITY"": 8}","{""ENTITY"": 1.0}","[""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY"", ""ENTITY""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,111,ماذا يعني اختصار ATM؟,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,112,ماذا يعني اختصار FAQ؟,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,113,ماذا يعني اختصار HTTP؟,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,114,ماذا يعني اختصار SQL؟,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,115,ماذا يعني اختصار LAN؟,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,116,ماذا يعني اختصار VPN؟,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,117,ماذا يعني اختصار API؟,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,118,ماذا يعني اختصار SMS؟,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,119,ماذا يعني اختصار CEO؟,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
tiiuae/Falcon3-7B-Instruct,Pilot_07_Unseen_Validation,arabic,120,ماذا يعني اختصار NGO؟,ABBREVIATION,ABBREVIATION,True,-0.0,"{""ABBREVIATION"": 8}","{""ABBREVIATION"": 1.0}","[""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION"", ""ABBREVIATION""]"
